,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
833,336003,255000.0,2012-04-01,Present,Production Engineer,Tirupathi,M,1991-07-05,82.0,Ssc,2008.0,91.9,Apbsc,1141,2,B.Tech/B.E.,Mechanical Engineering,63.0,1141,0,Andhra Pradesh,2012,495,505,625,0.9251403116,-1,-1,-1,512,-1,-1,-1,0.3555,0.3002,-0.824,-0.99527,-0.1295
834,1111415,310000.0,2014-08-01,Present,Programmer Analyst,Bangalore,F,1992-08-23,85.0,Cbse,2010.0,83.0,Cbse,15645,2,B.Tech/B.E.,Computer Science & Engineering,79.98,15645,0,Uttar Pradesh,2014,580,520,500,0.6226429158,585,-1,407,-1,-1,-1,-1,0.4155,1.0449,1.2396,-0.6147,0.2889
835,653103,200000.0,2014-02-01,Present,Software Test Engineer,Noida,M,1991-01-05,74.0,State Board,2008.0,65.4,State Board,13473,2,B.Tech/B.E.,Computer Science & Engineering,68.0,13473,0,Uttar Pradesh,2013,500,580,665,0.7656735812,485,-1,-1,-1,-1,-1,-1,0.2718,0.5454,-0.4511,-0.7415,-0.2859
836,609147,415000.0,2013-07-01,Present,Sales Executive,Gurgaon,M,1991-02-26,86.83,Cbse,2009.0,75.2,Cbse,285,1,B.Tech/B.E.,Electrical Engineering,67.7,285,0,Punjab,2013,685,510,705,0.124502074,365,233,-1,-1,-1,-1,-1,-0.8772,0.8784,-0.2974,0.653,-0.0943
837,1093783,100000.0,2014-08-01,3/1/15 0:00,Software Tester,Pune,M,1994-03-16,76.5,State Board,2010.0,66.77,State Board,10991,2,B.Tech/B.E.,Electronics And Communication Engineering,69.1,10991,0,Rajasthan,2014,360,495,430,0.4935963873,-1,324,-1,-1,-1,548,-1,-0.8772,-1.6191,-1.8344,0.3995,-1.244
838,576137,200000.0,2013-08-01,2/1/14 0:00,Sql Dba,Gurgaon,M,1991-02-16,72.0,Cbse,2008.0,62.0,Cbse,7376,2,B.Tech/B.E.,Computer Science & Engineering,68.8,7376,0,Uttar Pradesh,2013,360,355,250,0.5632678237,425,-1,-1,-1,-1,-1,-1,1.4208,0.3789,0.1637,0.3995,-0.6692
839,693533,315000.0,2013-08-01,2/1/15 0:00,Hardware Engineer,Mumbai,M,1989-10-02,78.8,Cbse,2008.0,71.6,State Board,4971,2,B.Tech/B.E.,Electronics And Communication Engineering,73.0,4971,0,Uttar Pradesh,2013,790,570,750,0.9952657057,-1,533,-1,-1,-1,366,-1,0.2718,1.2114,0.1637,-0.995,0.4805
840,668714,220000.0,2012-09-01,9/1/14 0:00,Asp.Net Developer,New Delhi,M,1990-10-11,70.8,Cbse,2008.0,73.0,Cbse,8934,2,B.Tech/B.E.,Computer Science & Engineering,78.9,8934,0,Haryana,2012,370,645,695,0.9522455729,585,-1,-1,-1,-1,-1,-1,-1.0208,-1.1196,-0.7585,1.5404,-2.0105
841,822635,200000.0,2015-02-01,Present,Application Engineer,Noida,M,1991-03-04,94.0,State Board,2010.0,86.0,State Board,272,2,B.Tech/B.E.,Mechanical Engineering,82.0,272,0,Punjab,2014,615,495,500,0.5982806915,365,-1,-1,407,-1,-1,-1,0.99,0.0459,-0.6048,-0.995,-0.2859
842,1068625,180000.0,2015-01-01,3/1/15 0:00,Software Developer,Mysore,M,1993-08-13,80.3,State Board,2010.0,90.6,State Board,16441,2,B.Tech/B.E.,Electronics And Communication Engineering,72.6,16441,0,Andhra Pradesh,2014,455,485,520,-1.0,305,-1,-1,-1,-1,-1,-1,0.5591,0.8784,-0.6048,0.5262,0.0973
843,247003,345000.0,2011-10-01,11/1/14 0:00,Software Engineer,Mumbai,F,1989-07-19,84.5,Icse,2007.0,82.66,Isc,6570,2,B.Tech/B.E.,Electronics And Electrical Engineering,78.7,6570,0,Orissa,2011,545,445,525,0.2294817549,465,266,-1,-1,-1,-1,-1,1.1283,1.4368,-0.344,-0.2902,0.5024
844,121686,415000.0,2011-06-01,Present,Senior Software Engineer,Chennai,M,1989-05-23,93.4,State Board,2006.0,89.08,State Board,2460,2,B.Tech/B.E.,Computer Engineering,80.27,2460,0,Tamil Nadu,2010,465,385,625,0.6000571823,435,-1,-1,-1,-1,-1,-1,0.9737,0.6568,0.8171,-0.9953,0.1864
845,1008832,325000.0,2014-10-01,4/1/15 0:00,Sales Engineer,Lucknow,M,1992-06-28,73.5,State Board,2009.0,71.0,State Board,6518,2,B.Tech/B.E.,Mechanical Engineering,71.0,6518,0,Uttar Pradesh,2013,570,545,500,0.8295845998,-1,-1,-1,469,-1,-1,-1,0.99,0.8784,0.6248,-1.5021,0.6721
846,1274688,175000.0,2015-03-01,Present,Junior Engineer Product Support,Noida,M,1992-04-07,64.6,State Board,2009.0,62.2,State Board,13355,2,Mca,Computer Application,78.0,13355,1,West Bengal,2014,520,420,415,0.276047228,345,-1,-1,-1,-1,-1,-1,0.7027,1.3779,0.1637,0.9066,-0.2859
847,608938,600000.0,2013-07-01,6/1/14 0:00,Manager,Gurgaon,M,1991-05-25,86.4,Cbse,2009.0,93.6,Cbse,10950,1,B.Tech/B.E.,Mechanical Engineering,72.3,10950,0,Punjab,2013,800,570,500,0.986525019,-1,-1,-1,580,-1,-1,-1,-2.0262,-1.1196,-0.7585,-0.2344,-0.4776
848,604198,350000.0,2014-02-01,Present,Programmer Analyst,-1,M,1990-03-09,83.2,Cbse,2008.0,72.3,Cbse,28,2,B.Tech/B.E.,Computer Science & Engineering,68.0,28,1,Delhi,2013,545,620,515,0.9609030872,595,-1,-1,-1,-1,-1,-1,0.4155,1.0449,1.3933,-0.4879,-0.0943
850,276354,380000.0,2011-09-01,Present,C# Developer,Mohali,F,1990-01-14,81.0,Cbse,2007.0,77.0,Cbse,10599,2,B.Tech/B.E.,Information Technology,82.9,10599,0,Punjab,2011,445,505,525,0.5632678237,425,-1,-1,-1,-1,-1,-1,0.3555,-0.5913,-0.6343,-0.9953,0.0284
851,204592,450000.0,2011-07-01,4/1/15 0:00,System Engineer,Bangalore,F,1988-08-13,71.0,0,2005.0,74.0,0,2756,1,M.Tech./M.E.,Computer Engineering,88.0,2756,0,Uttar Pradesh,2011,505,385,475,0.8431237267,515,-1,-1,-1,-1,-1,-1,0.3555,-0.7473,-1.0697,-2.0529,-1.3934
852,806655,180000.0,2014-06-01,Present,Mobile Application Developer,Gurgaon,F,1991-01-10,58.0,State Board,2008.0,67.0,State Board,11759,2,Mca,Computer Application,73.0,11759,0,Uttarakhand,2014,535,425,485,0.8422483223,465,-1,469,-1,-1,-1,-1,0.7027,0.2124,0.1637,-0.995,0.0973
853,510169,240000.0,2012-08-01,9/1/14 0:00,Software Engineer,-1,M,1988-12-15,85.0,Icse,2007.0,80.0,Isc,4234,2,B.Tech/B.E.,Computer Engineering,68.04,4234,0,Uttar Pradesh,2012,650,485,720,0.1116609633,-1,-1,-1,-1,-1,-1,-1,0.8192,-0.4353,-1.2148,0.6498,-0.2875
854,504451,85000.0,2012-12-01,7/1/13 0:00,System Engineer,Pune,M,1988-11-12,66.0,0,2006.0,63.0,0,8321,2,B.Tech/B.E.,Information Technology,53.01,8321,1,Maharashtra,2012,450,595,500,0.4138382558,385,-1,-1,-1,-1,-1,-1,-0.4173,-0.2793,-0.1988,0.8848,0.3049
855,692875,380000.0,2014-03-01,Present,System Engineer,Chennai,M,1991-02-08,88.8,Icse,2009.0,93.0,Icse,5216,2,B.Tech/B.E.,Information Technology,88.0,5216,1,West Bengal,2013,650,610,385,0.9014895714,545,-1,-1,-1,-1,-1,-1,0.1282,0.3789,0.01,0.0192,-0.4776
856,258509,555000.0,2011-09-01,Present,Project Engineer,Hyderabad,M,1987-02-05,84.1,0,2006.0,94.3,0,961,2,B.Tech/B.E.,Electronics And Communication Engineering,71.14,961,1,Telangana,2010,465,525,615,-1.0,575,-1,-1,-1,-1,-1,-1,0.51,0.3448,-0.4891,-1.5828,0.5024
857,1098954,105000.0,2012-06-01,12/1/13 0:00,Web Developer,Aurangabad,M,1989-12-01,84.93,State Board,2008.0,81.5,State Board,11603,2,B.Tech/B.E.,Information Technology,65.18,11603,0,Maharashtra,2012,640,520,465,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.7335,1.2114,0.3174,-0.6147,0.6721
859,849071,325000.0,2014-02-01,Present,Systems Engineer,Pune,M,1989-11-10,86.0,Cbse,2007.0,72.8,Cbse,47,1,B.Tech/B.E.,Electronics And Electrical Engineering,65.89,47,1,Delhi,2013,650,640,795,0.2073921697,-1,260,376,-1,-1,-1,-1,-0.4463,0.0459,0.3174,-0.3612,-1.0524
860,549816,330000.0,2013-01-01,4/1/15 0:00,Junior Software Engineer,Ahmedabad,F,1991-08-04,85.0,Ssc,2009.0,84.17,State Board Of Technical Education And Training,4032,2,B.Tech/B.E.,Electronics And Communication Engineering,69.98,4032,0,Andhra Pradesh,2012,495,615,494,0.9107701642,465,433,-1,-1,-1,-1,-1,0.5591,-0.2871,0.4711,-1.7556,-0.6692
862,283428,520000.0,2012-04-01,4/1/15 0:00,Java Software Engineer,Bangalore,M,1990-04-05,78.0,Cbse,2007.0,63.0,Cbse,374,2,B.Tech/B.E.,Information Technology,68.1,374,0,Uttar Pradesh,2011,454,535,464,0.7656735812,485,-1,-1,-1,-1,-1,-1,-1.0355,0.8128,-1.2148,1.0024,1.6082
863,1098761,100000.0,2013-08-01,3/1/14 0:00,Web Developer,Lucknow,F,1990-12-27,87.0,Cbse,2008.0,77.0,Cbse,485,2,B.Tech/B.E.,Computer Science & Engineering,69.0,485,0,Uttar Pradesh,2013,675,510,545,0.08005528134,465,-1,253,-1,-1,-1,-1,0.8463,1.7109,0.4711,-1.5021,0.8637
864,470584,420000.0,2012-07-01,9/1/14 0:00,Senior Business Analyst,-1,F,1992-12-18,74.83,Secondary Board Of Rajasthan,2008.0,68.67,Secondary Board Of Rajasthan,12185,2,B.Tech/B.E.,Computer Engineering,72.3,12185,1,Rajasthan,2013,555,475,475,0.8646854134,525,-1,-1,-1,-1,-1,-1,0.3555,0.2668,-0.2714,-0.2902,-0.1295
865,1189528,200000.0,2014-12-01,4/1/14 0:00,Qa Analyst,Hyderabad,M,1992-11-06,92.83,State Board,2010.0,91.9,State Board,7096,2,B.Tech/B.E.,Information Technology,78.15,7096,0,Andhra Pradesh,2014,545,505,500,0.7935806145,495,-1,-1,-1,-1,-1,-1,1.8517,1.0449,1.8543,-2.136,1.0554
866,330914,335000.0,2013-05-01,5/1/15 0:00,Oracle Dba,Bangalore,F,1991-05-28,89.6,Ssc,2008.0,92.1,Board Of Intermediate,4381,2,B.Tech/B.E.,Computer Engineering,73.78,4381,1,Telangana,2012,505,385,525,0.6359787565,445,-1,-1,-1,-1,-1,-1,-0.1082,-0.4353,-0.344,-0.76027,-0.0506
867,342044,420000.0,2012-07-01,7/1/14 0:00,Systems Engineer,-1,M,1989-10-08,75.0,Cbse,2007.0,84.0,Cbse,2563,2,B.Tech/B.E.,Computer Engineering,83.86,2563,0,Uttarakhand,2012,625,575,725,0.9954647186,685,-1,-1,-1,-1,-1,-1,-0.4173,0.0328,-2.1219,-1.34787,0.1864
868,351307,550000.0,2012-09-01,Present,Software Developer,Pune,M,1990-02-10,80.5,Icse,2008.0,68.4,Cbse,11571,1,B.Tech/B.E.,Computer Engineering,67.95,11571,1,Maharashtra,2012,565,544,505,0.7935806145,495,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,-0.0537,0.7673,-0.2875
869,223303,405000.0,2011-12-01,4/1/15 0:00,Engineer,-1,M,1989-07-29,84.2,Cbse,2006.0,77.4,Cbse,3395,1,B.Tech/B.E.,Electronics And Communication Engineering,78.9,3395,0,West Bengal,2011,505,555,495,0.6944793277,415,366,-1,-1,-1,-1,-1,-1.8083,0.1888,-0.6343,1.2374,-0.2875
870,815061,340000.0,2015-04-01,Present,System Engineer,Bangalore,M,1990-11-20,75.0,Cbse,2008.0,85.0,Cbse,8982,2,B.Tech/B.E.,Electronics And Communication Engineering,74.53,8982,0,Uttar Pradesh,2012,500,535,765,0.9432721579,-1,452,-1,-1,-1,-1,-1,0.1282,1.2114,1.8543,-0.4879,0.6721
871,214231,465000.0,2013-03-01,4/1/14 0:00,System Engineer,Mumbai,F,1990-06-09,94.2,Cbse,2008.0,90.4,Cbse,44,2,B.Tech/B.E.,Computer Engineering,73.0,44,0,Uttar Pradesh,2012,665,645,595,0.8841225116,535,-1,-1,-1,-1,-1,-1,-1.6538,0.8128,0.672,1.2374,0.7788
872,576127,195000.0,2013-06-01,8/1/14 0:00,Business Analyst,-1,M,1990-09-13,76.2,Cbse,2008.0,60.2,Cbse,7376,2,B.Tech/B.E.,Information Technology,69.62,7376,0,Uttar Pradesh,2013,590,535,695,0.5259225843,415,-1,-1,-1,-1,-1,-1,0.1282,0.7119,0.1637,0.0192,-0.4776
873,1069119,120000.0,2012-08-01,2/1/13 0:00,Production Engineer,-1,M,1990-12-10,77.0,Cbse,2007.0,62.2,Cbse,10673,2,B.Tech/B.E.,Electronics And Electrical Engineering,75.0,10673,1,Tamil Nadu,2012,500,530,535,-1.0,-1,-1,376,-1,-1,-1,-1,-0.0154,-0.1206,-1.6807,0.0192,-1.4356
875,917487,200000.0,2014-07-01,1/1/15 0:00,Data Analyst,Noida,F,1991-02-11,66.8,Cbse,2008.0,64.33,Cbse,66,2,Mca,Computer Application,75.65,66,0,Uttar Pradesh,2014,450,580,385,0.744758354,375,-1,438,-1,-1,-1,-1,-0.3027,1.3779,1.0859,-0.3612,1.0554
876,661957,250000.0,2014-12-01,5/1/15 0:00,Research Associate,Kolkata,F,1990-11-27,90.0,Icse,2009.0,84.0,Icse,11156,2,B.Tech/B.E.,Computer Science & Engineering,86.0,11156,1,West Bengal,2013,660,440,620,0.9421165515,575,-1,-1,-1,-1,-1,-1,0.7027,-0.6201,1.0859,-1.2486,0.2889
878,295111,265000.0,2011-05-01,5/1/15 0:00,Field Engineer,Mumbai,M,1990-01-31,69.0,0,2008.0,71.0,0,6182,2,B.Tech/B.E.,Electronics & Telecommunications,55.45,6182,0,Maharashtra,2011,365,495,375,0.05879280001,-1,200,-1,-1,-1,-1,-1,-0.4173,-0.7473,0.5269,0.7673,-0.2875
880,423068,195000.0,2012-09-01,12/1/13 0:00,Business Development Manager,Noida,M,1989-12-01,65.0,Up Board,2005.0,75.0,Up Board,184,2,B.Tech/B.E.,Electronics And Communication Engineering,62.0,184,0,Uttar Pradesh,2012,475,415,575,0.2294817549,-1,266,-1,-1,-1,340,-1,0.6646,1.4368,-1.7954,-1.4653,-0.0506
881,78587,255000.0,2012-05-01,Present,Technical Support Engineer,Kolkata,M,1986-08-29,52.0,Jharkhand Secondary Board,2004.0,59.0,Jharkhand Academic Council,182,2,B.Tech/B.E.,Electronics And Electrical Engineering,57.0,182,1,Karnataka,2011,485,365,214,0.124502074,325,233,-1,-1,-1,-1,-1,-0.1082,-0.1232,0.9623,1.7074,-0.1295
882,1251710,140000.0,2014-01-01,2/1/15 0:00,Technical Support Engineer,New Delhi,M,1990-07-25,76.0,State Board,2008.0,63.0,Cbse,6739,2,B.Tech/B.E.,Computer Science & Engineering,83.0,6739,0,Haryana,2013,420,450,450,0.2378028398,385,-1,315,-1,-1,-1,-1,-0.4463,-0.2871,0.3174,0.653,0.6721
883,125654,380000.0,2011-04-01,Present,Application Developer,Bangalore,M,1987-05-20,74.0,"Board Of Secondary Education,Andhara Pradesh",2004.0,86.1,"Board Of Intermediate Education,Hyderabad",3694,2,Mca,Computer Application,76.0,3694,0,Andhra Pradesh,2010,405,385,585,0.6359787565,445,-1,-1,-1,-1,-1,-1,-1.8083,-0.5913,-0.9245,-0.0552,0.3444
884,668821,200000.0,2013-10-01,7/1/14 0:00,Technical Support Engineer,Bangalore,F,1990-08-17,77.57,Icse,2009.0,69.0,State Board,6566,2,B.Tech/B.E.,Information Science Engineering,65.2,6566,1,Karnataka,2013,535,510,485,0.6000571823,435,-1,-1,-1,-1,-1,-1,-0.3027,-0.6201,0.4711,-0.1076,-1.6273
885,1152411,315000.0,2015-03-01,Present,Associate Software Engineer,Pune,M,1992-08-12,74.0,State Board,2008.0,71.0,State Board,1995,2,B.Tech/B.E.,Computer Engineering,59.6,1995,1,Maharashtra,2014,465,650,655,0.9787992926,605,-1,561,-1,-1,-1,-1,-1.7389,0.0459,0.7785,-1.7556,1.0554
886,1274668,330000.0,2014-03-01,Present,System Engineer,Kolkata,M,1990-12-25,78.0,State Board,2009.0,72.0,State Board,4319,2,B.Tech/B.E.,Electronics And Communication Engineering,73.4,4319,0,Punjab,2013,490,470,500,0.05316030528,395,196,-1,-1,-1,-1,-1,0.4155,0.0459,0.3174,-1.5021,-1.0524
887,1077184,100000.0,2014-06-01,4/1/15 0:00,Marketing Analyst,Faridabad,M,1992-01-11,51.2,Cbse,2008.0,74.0,Cbse,302,1,B.Tech/B.E.,Computer Science & Engineering,67.8,302,0,Haryana,2013,525,485,560,0.744758354,565,-1,438,-1,-1,-1,-1,-0.3027,1.0449,-0.2974,0.2727,0.8637
888,1035913,110000.0,2014-10-01,2/1/14 0:00,Software Engineer,Pune,M,1991-01-16,66.46,State Board,2009.0,62.81,State Board,2570,2,B.Tech/B.E.,Computer Engineering,61.51,2570,0,Maharashtra,2013,430,340,370,0.8422483223,515,-1,469,-1,-1,-1,-1,1.5644,-0.1206,0.01,0.5262,0.6721
889,1290109,215000.0,2013-08-01,1/1/15 0:00,Software Test Engineer,Jaipur,M,1990-11-04,82.67,State Board,2008.0,74.92,State Board,12737,2,B.Tech/B.E.,Computer Engineering,61.36,12737,1,Rajasthan,2014,580,470,425,0.9113952784,535,-1,500,-1,-1,-1,-1,1.7081,1.0449,1.547,0.0192,0.6721
891,243279,300000.0,2010-11-01,6/1/11 0:00,Executive Hr,Noida,F,1988-10-02,61.4,Cbse,2007.0,62.8,Cbse,55,2,B.Tech/B.E.,Computer Engineering,69.98,55,0,Uttar Pradesh,2011,375,505,435,0.3423148999,365,-1,-1,-1,-1,-1,-1,-0.1082,0.6568,0.2366,-0.0552,0.0284
892,332800,200000.0,2014-04-01,Present,Executive Engineer,Greater Noida,M,1990-07-10,69.4,Up Board,2007.0,63.0,Up Board,7600,2,B.Tech/B.E.,Electronics And Communication Engineering,61.0,7600,0,Uttar Pradesh,2013,375,465,265,0.02331216824,-1,166,-1,-1,-1,260,-1,-1.1901,0.1888,-1.5051,-1.34787,-0.7615
893,1100533,400000.0,2014-12-01,Present,Java Software Engineer,Bangalore,M,1993-03-03,90.24,State Board,2010.0,67.17,State Board,3770,2,B.Tech/B.E.,Computer Science & Engineering,68.65,3770,0,Karnataka,2014,430,435,405,0.3423148999,365,-1,-1,-1,-1,-1,-1,0.99,-0.2871,0.01,0.9066,0.0973
894,609914,300000.0,2014-03-01,Present,Project Engineer,Kolkata,M,1989-07-24,67.0,Cbse,2008.0,65.0,Cbse,347,2,B.Tech/B.E.,Computer Science & Engineering,75.0,347,0,Uttar Pradesh,2013,510,525,560,0.9609030872,595,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.2974,-0.4879,0.8637
895,242078,480000.0,2012-01-01,Present,System Engineer,Kolkata,M,1989-02-13,75.75,0,2007.0,74.4,0,6884,2,B.Tech/B.E.,Electronics And Communication Engineering,80.0,6884,0,West Bengal,2011,495,495,554,0.538386893,-1,333,-1,-1,-1,366,-1,-2.1175,-0.5913,-0.344,0.7673,0.0284
896,285145,300000.0,2012-06-01,9/1/14 0:00,Project Engineer,Hyderabad,F,1989-08-02,90.83,Ssc,2008.0,95.1,Intermediate,3838,2,B.Tech/B.E.,Civil Engineering,84.01,3838,0,Andhra Pradesh,2012,525,455,605,0.9622170106,-1,-1,-1,366,-1,-1,500,-0.7651,-0.4353,-1.6502,1.3255,-0.4455
897,452593,465000.0,2012-08-01,Present,Software Developer,Gurgaon,F,1990-05-27,70.0,0,2008.0,68.83,0,255,2,B.Tech/B.E.,Computer Engineering,69.1,255,0,Uttar Pradesh,2012,535,615,585,0.7656735812,485,-1,-1,-1,-1,-1,-1,-0.7264,1.7488,0.3817,0.2973,0.5419
899,602267,320000.0,2014-09-01,Present,Java Software Engineer,Bangalore,M,1991-02-18,89.1,State Board,2009.0,97.8,State Board,11509,1,B.Tech/B.E.,Electronics And Communication Engineering,85.7,11509,1,Telangana,2013,500,595,870,0.960603252,475,466,-1,-1,-1,-1,-1,-0.4463,-0.2871,-1.2196,1.0333,0.0973
900,857517,300000.0,2011-10-01,6/1/12 0:00,Quality Assurance Engineer,Noida,F,1988-09-22,73.6,Cbse,2006.0,67.4,Cbse,33,2,B.Tech/B.E.,Electronics And Communication Engineering,72.0,33,0,Haryana,2011,535,545,325,0.4935963873,-1,324,-1,-1,-1,446,-1,-0.159,-0.4536,0.7785,-0.3612,-1.0524
901,356190,230000.0,2014-09-01,4/1/15 0:00,Technical Support Engineer,Noida,M,1989-08-25,52.0,Up Baord,2007.0,65.0,Up Baord,7134,2,B.Tech/B.E.,Information Technology,67.68,7134,0,Uttar Pradesh,2012,425,365,275,0.07454626524,255,-1,-1,-1,-1,-1,-1,-0.1855,-0.2793,-1.0697,0.7086,-1.0774
902,1230190,300000.0,2014-02-01,Present,Java Software Engineer,Chennai,F,1992-07-26,81.0,Cbse,2010.0,70.0,Cbse,6545,2,B.Tech/B.E.,Computer Science & Engineering,68.0,6545,0,Uttar Pradesh,2014,525,505,465,0.4867470084,315,-1,376,-1,-1,-1,-1,0.8463,0.0459,0.6248,-0.995,1.0554
903,614413,120000.0,2014-10-01,2/1/15 0:00,Android Developer,Dehradun,M,1991-02-15,83.0,Icse,2008.0,73.0,Cbse,272,2,B.Tech/B.E.,Computer Engineering,62.0,272,0,Punjab,2014,580,580,650,0.8646854134,525,-1,-1,-1,-1,-1,-1,0.4155,0.2124,1.2396,-0.8682,-0.0943
905,539191,440000.0,2013-04-01,Present,Sharepoint Developer,-1,M,1991-05-18,83.1,Ssc,2008.0,87.1,Board Of Intermediate,3026,2,B.Tech/B.E.,Information Technology,68.75,3026,1,Telangana,2012,465,545,545,0.6707431514,455,-1,-1,-1,-1,-1,-1,-0.5719,-0.4353,0.164,-0.7603,-1.7093
906,1250337,325000.0,2014-12-01,3/1/15 0:00,System Analyst,Mysore,F,1992-10-11,86.4,Cbse,2010.0,85.4,State Board,10750,2,B.Tech/B.E.,Information Technology,77.0,10750,1,Tamil Nadu,2014,640,530,430,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.7335,-1.6191,-1.0659,1.9207,0.0973
908,798620,400000.0,2015-03-01,Present,Test Engineer,Bangalore,M,1991-10-28,91.0,Cbse,2010.0,87.2,Cbse,13169,2,B.Tech/B.E.,Electronics And Communication Engineering,87.9,13169,0,Uttar Pradesh,2015,440,425,560,0.3387863472,335,292,-1,-1,446,-1,-1,-0.4463,1.2114,1.3933,-0.3612,0.0973
909,896540,400000.0,2014-02-01,Present,Quality Assurance Automation Engineer,Bangalore,M,1992-03-01,72.0,Cbse,2009.0,67.0,Cbse,1115,2,B.Tech/B.E.,Computer Science & Engineering,57.5,1115,1,Karnataka,2013,520,570,515,0.8422483223,525,-1,469,-1,-1,-1,-1,1.1336,0.0459,0.6248,-1.6289,0.2889
910,467504,340000.0,2014-01-01,Present,Software Engineer,Hyderabad,F,1990-11-04,88.34,Cbse,2007.0,71.0,Cbse,1730,2,B.Tech/B.E.,Electronics And Electrical Engineering,90.44,1730,0,Uttar Pradesh,2012,525,505,485,0.05879280001,-1,200,-1,-1,-1,-1,-1,1.2828,1.2028,-0.7068,-0.6428,0.5024
911,1061897,180000.0,2013-07-01,10/1/14 0:00,Java Software Engineer,Kolkata,M,1990-04-20,68.4,State Board,2008.0,69.4,State Board,8297,2,B.Tech/B.E.,Electronics And Communication Engineering,76.0,8297,1,West Bengal,2013,455,570,620,-1.0,465,-1,315,-1,-1,-1,-1,0.8463,-0.2871,-0.9122,-0.8682,-0.0943
912,533466,240000.0,2012-08-01,8/1/13 0:00,Sales Management Trainee,-1,M,1989-09-14,91.67,Cbse,2007.0,74.2,Cbse,11817,2,B.Tech/B.E.,Electronics & Instrumentation Eng,63.8,11817,0,Maharashtra,2012,675,500,545,0.8246664007,365,400,-1,-1,-1,-1,-1,1.2828,0.9688,0.4906,0.6498,0.5024
913,841260,330000.0,2014-03-01,Present,Research Associate,Hyderabad,M,1990-07-16,77.4,State Board,2007.0,88.1,State Board,8970,2,B.Tech/B.E.,Computer Science & Engineering,65.61,8970,1,Telangana,2011,580,595,720,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.2632,1.5081,0.2113,-1.3255,-0.0844
914,333793,425000.0,2013-05-01,Present,Senior Software Engineer,Bangalore,M,1990-10-11,87.3,Ssc,2008.0,94.2,Board Of Intermediate,11168,2,B.Tech/B.E.,Electronics And Communication Engineering,79.51,11168,1,Telangana,2012,435,435,495,0.124502074,545,233,-1,-1,-1,446,-1,1.1283,1.7488,2.1234,-0.9953,1.0158
915,325637,400000.0,2012-10-01,Present,Programmer Analyst,Kolkata,F,1989-04-16,74.0,0,2008.0,61.0,0,252,2,B.Tech/B.E.,Computer Engineering,65.0,252,1,West Bengal,2012,554,375,475,0.24545566,335,-1,-1,-1,-1,-1,-1,-1.2287,0.6568,-0.6343,-0.26087,-0.1295
916,1114271,190000.0,2015-04-01,Present,Application Developer,Pune,M,1988-08-01,75.2,State Board,2006.0,78.0,State Board,5807,2,Mca,Computer Application,73.0,5807,0,Madhya Pradesh,2013,405,510,430,0.3565364877,325,-1,346,-1,-1,-1,-1,0.2718,-0.2871,0.1637,-0.1076,-0.2859
917,1169332,120000.0,2014-09-01,3/1/15 0:00,Software Developer,Pune,F,1990-03-09,67.0,Cbse,2008.0,61.0,Cbse,16664,2,B.Tech/B.E.,Computer Science & Engineering,75.0,16664,0,Chhattisgarh,2012,370,410,320,0.4883479768,405,-1,-1,-1,-1,-1,-1,-0.159,-0.2871,-0.9122,-0.6147,-0.6692
918,692945,320000.0,2014-02-01,Present,System Engineer,Bangalore,M,1990-11-10,84.0,State Board,2009.0,76.0,State Board,8297,2,B.Tech/B.E.,Computer Science & Engineering,76.0,8297,1,West Bengal,2013,370,390,575,0.744758354,175,-1,438,-1,-1,-1,-1,0.99,0.5454,1.0859,-0.3612,0.4805
921,112617,445000.0,2010-07-01,Present,Java Software Engineer,Calicut,M,1988-08-28,84.0,0,2006.0,71.0,0,998,2,B.Tech/B.E.,Computer Engineering,65.0,998,0,Kerala,2010,615,534,415,0.9421165515,575,-1,-1,-1,-1,-1,-1,-0.2628,1.2808,0.3817,-2.0529,-0.2875
922,21229,500000.0,2010-02-01,4/1/15 0:00,Senior Project Engineer,Bangalore,M,1984-01-04,55.52,Kseeb,2005.0,60.05,Dte,182,2,B.Tech/B.E.,Electronics And Communication Engineering,61.95,182,1,Karnataka,2009,495,455,385,0.538386893,355,333,-1,-1,-1,-1,-1,0.8192,0.6568,0.2366,0.0623,0.3444
923,1258895,205000.0,2013-01-01,12/1/13 0:00,Software Quality Assurance Analyst,Gandhinagar,M,1991-07-30,82.0,State Board,2008.0,79.6,State Board,1011,2,B.Tech/B.E.,Electronics And Communication Engineering,68.0,1011,0,Gujarat,2012,350,520,450,0.7833035367,295,388,-1,-1,-1,-1,-1,-0.5899,0.5454,0.1637,1.1601,1.247
